MLS,Property,Status,Type,City,Sold Price,Sold Date,List Price,List Date,Bed,Bath,Kitchen,Tax,year,Floor,Lot,Levels,Parking,Photos,Address,GPS,URL,Agency,Description,Feature,Influence,Amenities
R2724118,1471 HUNTER STREET,Active,Townhouse,North Vancouver,not sold,not sold,"$1,699,800",-,2,3,1,,2022,"1,518",,-,Garage Underbuilding,17,TH13 - 1471 Hunter Street,,https://www.bccondosandhomes.com/listing/r2724118-th13-1471-hunter-street,Sutton Group-West Coast Realty,"VERY RARE NEW CONCRETE TOWNHOUSE WITH A/C!. Perched on the podium of the brand new Hunter at Lynn Creek by Intergulf, this bright, north & south facing 1500+ sqft 2 bed + den home boasts an extra 782 sqft of awesome roof deck/outdoor living area (with gas hook up). Great views of nature and city. The light toned, open concept space includes modern wide plank flooring, quartz countertops, porcelain tile and gourmet kitchen with stainless steel appliances & European-inspired cabinetry. Enjoy the courtyard, gym, sauna/steam room & lounge. Pedestrian bridge to connect to Bridgman Park, Spirit Trail & shops. New Community Centre next door. Short walk to Phibbs Exchange transit. 2 parking, storage room & dedicated EV charging! GST paid OPEN Sat/Sun Sept 17/18 2pm– 4pm.",ClthWsh/Dryr/Frdg/Stve/DW,Central Location Shopping Nearby Ski Hill Nearby, In Suite Laundry Recreation Center Storage
R2724105,203 - 4542 10TH AVENUE,Active,Apartment,Vancouver,not sold,not sold,"$998,000",-,2,2,1,"$2,599 in 2022",2001,"1,166",,-,Garage; Underground,27,203 - 4542 10TH Avenue,,https://www.bccondosandhomes.com/listing/r2724105-203-4542-w-10th-avenue,Faith Wilson Group,"Welcome to Georgie Award winning Telford On Tenth! Surrounded by a quiet landscaped courtyard boasting 2 bedrms & 2 bathrms, this boutique concrete living will have you in awe. This beautifully maintained home has been updated with brand new carpets & a fresh coat of paint. Open concept living & dining featuring a gas fireplace accompanied by a bright and airy den. Step into your well laid out kitchen with no wasted space offering updated SS appliances, granite countertop, gas hob/stove top & ample storage. Master retreat with a private terrace, sizable walk-in closet and a generous ensuite bath. Situated right in the heart of West 10th Avenue with easy access to shopping, dining & transit. Nearby fantastic schools such as West Point Grey Academy & Queen Mary School. Very proactive Strata.",ClthWsh/Dryr/Frdg/Stve/DW Drapes/Window Coverings Microwave,Central Location Recreation Nearby Shopping Nearby, Bike Room Elevator Garden In Suite Laundry
R2723977,605 - 6837 STATION HILL DRIVE,Active,Apartment,Burnaby,not sold,not sold,"$600,000",-,1,1,1,"$1,325 in 2022",1999,656,,-,Garage; Single,14,"6837 Station Hill Dr #605, Burnaby, BC V3N 5B7, Canada","49.21178, -122.96071",https://www.bccondosandhomes.com/listing/r2723977-605-6837-station-hill-drive,RE/MAX City Realty,"You CAN have it all ! Rarely available, Orig. Owner lovingly maintained, high end upgrades, 9 ft. Ceilings, Front Facing , One Bed+Flex Room, Claridges, City-in-the-Park w/Gas Fireplace incl. in Strata Fee, in serene setting of Byrne Creek Forest. Georgie Award winning, 2000, by Millennium, 30 story concrete tower. It’s Regal Entry boasts 5 Star Amenities, Ind. Pool, Hot-tub, Sauna, Gym, Billiards, Cinéma, Lounges. Guest Suite. X/Large Locker, Bike Storage, EV Chrg. Stn., Edmonds Skytrain, Kim’s Mart Groc., X/Large Balcony approx. 22 x6 ft. South-Est exposure, overlooking beautiful Gardens/Fountain. Dogs/Cats allowed. Sorry, no rentals. ",-,Central Location Greenbelt Private Yard Shopping Nearby, Bike Room Exercise Centre Garden Guest Suite In Suite Laundry Pool; Indoor Sauna/Steam Room Storage Swirlpool/Hot Tub Wheelchair Access
R2723389,180 HARRIS ROAD,Active,House,Galiano Island,not sold,not sold,"$1,695,000",-,4,2,1,"$4,004 in 2021",1977,"1,330",534481 SqFt.,-,Garage; Single,25,"180 Harris Rd, Galiano Island, BC V0N 1P0, Canada","48.89287, -123.3415",https://www.bccondosandhomes.com/listing/r2723389-180-harris-road,Galiano Island Realty,"Whaler Bay waterfront access & acreage! Central & desirable location! 12.27 forested acres with the potential to subdivide into 4 lots bordering Galiano's golf course to the west; to the south, a trail over the ridge leads down to Putter Creek & shoreline at the head of Whaler Bay; located at the end of a quiet country road; walking distance to a sandy beach. Featuring 2 fully serviced manufactured homes (1,330 sqft-double wide, built in 1977)+ a 480 sqft well-maintained guest cabin, built in 1995. Each home has its own driveway, is well distanced from another & overlook a lovely meadow. An overheight garage/workshop, a studio of 135 sqft + wellshed round up the outbuildings. Live comfortably, while building your dream home. Has been in the same family :for 65 years. Indeed a rare offerin",-,Central Location Golf Course Nearby Private Setting Rural Setting Treed Waterfront Property,-
R2708684,204 - 15300 17 AVENUE,Active,Apartment,Surrey,not sold,not sold,"$639,000",-,2,2,1,"$2,238 in 2022",1987,"1,636",,-,Garage; Underground,29,"15300 17 Ave #204, Surrey, BC, Canada","49.03277, -122.79817",https://www.bccondosandhomes.com/listing/r2708684-204-15300-17-avenue,Sutton Group-West Coast Realty (Surrey/24),"Welcome to Cambridge Ii. This unit is over 1600 Square feet and on a CORNER so no ""downsizing"" here! BRIGHT western exposed unit looking onto courtyard. Two HUGE bedrooms and two full baths. Open air balcony to relax on. Tons of storage plus another storage unit right next door. This complex has NO AGE RESTRICTIONS so better at resale time. Enjoy the exercise room and workshop.Walk uptown to shop or go for dinner easily. TWO parking spaces included. No rentals and no pets. Make this your next home!",ClthWsh/Dryr/Frdg/Stve/DW Drapes/Window Coverings Garage Door Opener Pantry Smoke Alarm,Central Location Private Setting Recreation Nearby Shopping Nearby, Bike Room Elevator Exercise Centre In Suite Laundry Recreation Center Wheelchair Access Workshop Attached
R2723226,210 - 2375 SHAUGHNESSY STREET,Active,Apartment,Port Coquitlam,not sold,not sold,"$549,000",-,2,2,1,"$1,545 in 2022",1993,977,,-,Garage; Underground,28,"2375 Shaughnessy St #210, Port Coquitlam, BC V3C 3E4, Canada","49.25843, -122.78307",https://www.bccondosandhomes.com/listing/r2723226-210-2375-shaughnessy-street,Oakwyn Realty Ltd.,"Best Priced 2 bedroom Condo Downtown Port Coquitlam. Located within steps to the Community Centre, WestCoast Express, Direct bus to Evergreen line, Nature Trails, Coquitlam River, Parks, Groceries, Restaurants & Coffee shops. Walking Distance to all levels of schools & easy access to highway 1. No Restrictions on Rentals (except no short term)& 2 Pets allowed. Just under 1000 sqft backing onto the quiet side o building this 2 large bedrooms + 1.5 baths is a MUST SEE. King-sized Primary bedroom with ensuite, West facing balcony & Gas fireplace. Open and Bright kitchen with lots of prep space, stainless steel appliances and lots of storage. Building has a newer roof and is fully rain-screened. ",-,Central Location Recreation Nearby, Elevator In Suite Laundry
R2724028,1000 - 1919 BEACH AVENUE,Active,Apartment,Vancouver,not sold,not sold,"$6,300,000",-,3,4,1,"$19,632 in 2022",1990,"2,738",,-,Garage Underbuilding,40,"1919 Beach Ave #1000, Vancouver, BC V6G 1Z2, Canada","49.289, -123.14293",https://www.bccondosandhomes.com/listing/r2724028-1000-1919-beach-avenue,RE/MAX Real Estate Services,"Eugenia Place! The Pinnacle of West End living on Beach Ave next to storied, Sylvia Hotel. One suite per floor with forever views across English Bay, the West End and the North Shore mountains. Massive rooms, floor to ceiling windows. Shopping, Restaurants, the Beach, Seawall and Stanley Park at your doorstep. Four season resort living in the city. A jewel box observatory to sit and take in the views and perfect for your next fireworks party. Mansion sized living and dining rooms, large kitchen with eating areas, oversized bathrooms, principal suite with walk-in closet room and two more ensuite bedrooms. All in original condition ready for your renovation and personalization. Two covered balconies, full size laundry room and two parking spots. The iconic building with the tree on top.",Clothes Washer/Dryer Dishwasher Oven - Built In Range Top Refrigerator,Central Location Recreation Nearby Shopping Nearby Waterfront Property, Bike Room Elevator Exercise Centre In Suite Laundry Sauna/Steam Room
R2723573,5850 177B STREET,Active,Townhouse,Surrey,not sold,not sold,"$649,900",-,1,2,1,"$2,066 in 2022",1970,"1,269",,-,Open,29,"5850 177b St #65, Surrey, BC V3S 4J6, Canada","49.10886, -122.73003",https://www.bccondosandhomes.com/listing/r2723573-65-5850-177b-street,Houghton Realty,"Welcome to Dogwood Gardens. These townhomes are much sought after for first time buyers and families which includes a pool and playground for children. Lower level features a very nice, freshly painted, large living room, dining room, kitchen/eating area and powder room with plenty of cupboards and storage. Upstairs has a large master bedroom, 2 additional bedrooms and den perfect for an office or homework area for children and 3 piece bathroom. Dogwood Gardens is located close to downtown Cloverdale with shopping/personal services, fitness centre, fairgrounds, dining, schools, golf and transportation. Have your Realtor book your showing and make Dogwood Gardens your New Home.",ClthWsh/Dryr/Frdg/Stve/DW,Central Location Golf Course Nearby Recreation Nearby Shopping Nearby, Club House In Suite Laundry Playground Pool; Outdoor
R2723871,304 - 10838 WHALLEY BOULEVARD,Active,Apartment,Surrey,not sold,not sold,"$537,900",-,1,1,1,"$1,691 in 2022",2021,583,,-,"Garage; Underground,Visitor Parking",28,"10838 Whalley Blvd #304, Surrey, BC V3R 0G8, Canada","49.19018, -122.8419",https://www.bccondosandhomes.com/listing/r2723871-304-10838-whalley-boulevard,Grand Central Realty,"The Maverick, Located in the fast-developed city centre of Surrey. Skytrain, bus Stations, and Restaurants within walking distance. Central City Mall, SFU, Banks, and Retail Stores are only a few minutes drives. This modern home has 1 bedroom + den and features 9' ceilings, wide plank laminate hardwood flooring, stainless steel appliances, a combination of wood laminate cabinetry, solid quartz countertops, and a Southwest exposed balcony. You'll also have access to large indoor and outdoor private amenity space, including a Billiards and Games Room, Lounges, Fully Equipped Fitness, and yoga Area. Prosperity with tranquility. It is suitable for investment and self-occupation and has considerable appreciation potential. ",Clothes Washer/Dryer Dishwasher Garage Door Opener Microwave Range Top Refrigerator Smoke Alarm,-, Club House Elevator Exercise Centre Garden In Suite Laundry
R2718573,23651 132 AVENUE,Active,Townhouse,Maple Ridge,not sold,not sold,"$799,900",-,3,3,1,"$3,661 in 2021",2018,"1,681",,-,Grge/Double Tandem,37,"23651 132 Ave #11, Maple Ridge, BC V4R 0E9, Canada","49.24336, -122.56644",https://www.bccondosandhomes.com/listing/r2718573-11-23651-132-avenue,Keller Williams Elite Realty,"3 BDRM + FLEX ROOM! 2 COVERED PARKING + TONS OF STREET PARKING! END UNIT! SHOWS GREAT! This unique home will impress even the fussiest buyer. 2018 Build! Light-up cabinets, s/s appliances, french-door-style fridge, Open floor plan. 3 large bdrms PLUS a rec/media room! Great for guests, home-gym, office, extra play room. 3 baths! Master enjoys gorgeous ensuite & WIC w/ built in shelving. Tons of natural light w the corner layout + conveniently located off 133rd -access your home from the street! DRIVE A LRG VEHICLE? PARK ON THE STREET & WALK TO YOUR DOOR! Large fenced private yard for kiddos + pets. AMAZING complex. Onsite Veg Garden Playground + 2 large parks close by. SILVER VALLEY LOCATION surrounded by Nature. Don't miss out on this stunning home!",ClthWsh/Dryr/Frdg/Stve/DW,Central Location Recreation Nearby, Garden Playground
R2724026,32861 SHIKAZE COURT,Active,Townhouse,Mission,not sold,not sold,"$607,900",-,3,2,1,"$2,628 in 2022",1991,"2,011",,-,"Garage; Single,Open",34,"32861 Shikaze Ct #11, Mission, BC, Canada","49.14361, -122.31397",https://www.bccondosandhomes.com/listing/r2724026-11-32861-shikaze-court,RE/MAX LIFESTYLES REALTY,"Welcome to desirable 'Cherry Place!' This is a wonderful self managed, age restricted '55+' community of only 20 homes, quietly located at the end of a cul-de-sac. If you're looking to downsize without sacrificing space, check this one out! This spacious 2 storey + daylight bsmt townhome offers over 2,000 sq ft, featuring living area w/ a cozy GAS FIREPLACE, large dining room & easy access to the covered southern exposed patio w/ Mt Baker views! Main floor laundry & 2 pce powder bathroom! Upstairs you'll find the very spacious Master Bedroom w/ walk in closet, a large 2nd bedroom plus a HUGE 4 piece main bath w/ jetted tub & stand up shower! The basement is fully finished w/ rec room, possible 3rd bedroom & large utility room! Single garage & driveway parking! Call YOUR Realtor to view!",Air Conditioning,Adult Oriented Central Location Cul-de-Sac Recreation Nearby Retirement Community, Air Cond./Central In Suite Laundry
R2723265,102 - 3294 MT SEYMOUR PARKWAY,Active,Apartment,North Vancouver,not sold,not sold,"$689,000",-,1,1,1,"$3,081 in 2022",2013,720,,-,Garage; Underground,29,"3294 Mt Seymour Pkwy #102, North Vancouver, BC V7H 0B1, Canada","49.31594, -122.98052",https://www.bccondosandhomes.com/listing/r2723265-102-3294-mt-seymour-parkway,Oakwyn Realty Ltd.,"Looking for a condo but need ample outdoor space? Look no further. This beautiful ground level 1 bdrm unit has a huge outdoor patio that backs on to serene, quiet green space - perfect for those suited for condo living but who need their outside comfort. If you enjoy golf this unit also backs on to Northlands Golf Course! The unit itself offers beautiful hardwood flooring, open kitchen, generous sized den and a lovely gas fireplace. Constructed in 2013 the complex is worry-free and will satisfy the most discerning Buyer. Close to trails & Park Gate Shopping Center. Easy to show. Public Open Sat/Sun, Sept 17, 18, 2pm-4pm.",-,-, Bike Room Elevator Exercise Centre Guest Suite In Suite Laundry
R2721055,PH5 - 1288 GEORGIA STREET,Active,Apartment,Vancouver,not sold,not sold,"$1,898,000",-,1,1,1,"$4,341 in 2022",1998,"1,201",,-,Garage; Underground,39,PH5 - 1288 Georgia Street,,https://www.bccondosandhomes.com/listing/r2721055-ph5-1288-w-georgia-street,RE/MAX Real Estate Services,"“PENTHOUSE FIVE” 1288 West Georgia. Architect’s renovation, to an open-plan, luxury, ONE bedroom retreat. Spread your arms wide as you soak in unparalleled VIEWS of Stanley Park, The Lions Gate BRIDGE, North Shore MOUNTAINS and English BAY. Boats and planes come and go from your private sanctuary above the City. Host and entertain in Chef’s Kitchen, oversized Dining and connected Living Space. Wood panel Foyer, invisible Hi-Fi Speakers, Opti Myst Fireplace, Hardwood floors, continuous floor to ceiling windows & Large Balcony showcase City lights. Over-sized soaker and rain shower for TWO. Currently a luxurious one bedroom. Easy to revert to two bedroom and add additional powder. Sophisticated, Gracious Living at the crossroads of the Business, Shopping and Recreation Centre of Vancouver.",Air Conditioning ClthWsh/Dryr/Frdg/Stve/DW Microwave Sprinkler - Fire Wine Cooler,Central Location Private Setting Recreation Nearby Shopping Nearby, Air Cond./Central Elevator Exercise Centre In Suite Laundry Storage Concierge
R2724059,785 HENRY ROAD,Active,House,Gibsons,not sold,not sold,"$1,588,000",-,3,2,1,"$1,334 in 2021",1978,"1,380",374181 SqFt.,-,Open,2,"785 Henry Rd, Gibsons, BC V0N 1V2, Canada","49.41198, -123.5412",https://www.bccondosandhomes.com/listing/r2724059-785-henry-road,Sutton Group-West Coast Realty,"Henry Road Farm - 8.5 acre working farm with 9000' of greenhouses, electric fencing around property, solar panels that reduce power costs to zero. An amazing property with roadside market stand, south and west exposure and excellent farm soils. Other buildings include large horse barn, buildings for sheep, goats, chickens and a large workshop area. Property is level and has a small creek as well as a treed area and an area with very established productive blueberries. Too much to mention plus close to shopping and the ferry.",-,Rural Setting,-
R2697397,409 - 12464 191B STREET,Active,Apartment,Pitt Meadows,not sold,not sold,"$549,000",-,2,2,1,"$2,815 in 2021",1994,"1,084",,-,Garage; Underground,27,"12464 191b St #409, Pitt Meadows, BC V3Y 2P6, Canada","49.22899, -122.69066",https://www.bccondosandhomes.com/listing/r2697397-409-12464-191b-street,RE/MAX Real Estate Services,"Laseur Manor This is a spacious, TOP FLOOR two bed and 2 bath unit with high VAULTED CEILINGS. Walk into your spacious kitchen on the left, and large dining area or home office to the right all flowing seamlessly into your large living space with gas fireplace (gas included in strata fees). Large Principal Bedroom with walk through closet and ensuite. Second bedroom has sliding door to the deck to enjoy view or have a BBQ. Laundry room and storage in unit plus an additional storage locker, one parking spot and add'l parking available for only $10 per month. Built in vacuum, updated gym, amenity area, PET FRIENDLY all in a fantastic, well run building. All this just a short stroll to theatres, shopping, groceries and West Coast Express.",ClthWsh/Dryr/Frdg/Stve/DW,Central Location Cul-de-Sac Golf Course Nearby Recreation Nearby Shopping Nearby, Elevator Garden In Suite Laundry Storage Wheelchair Access
R2721439,5450 BAILLIE STREET,Active,House,Vancouver,not sold,not sold,"$5,500,000",-,3,3,1,"$13,411 in 2022",1988,"3,643",8089 SqFt.,-,Garage; Triple,40,"5450 Baillie St, Vancouver, BC V5Z 3M5, Canada","49.23609, -123.12188",https://www.bccondosandhomes.com/listing/r2721439-5450-baillie-street,RE/MAX Real Estate Services,"CAMBIE CORRIDOR PLAN. This is a well maintained, single level, executive home, ideal for living in, rental or holding. Spacious open layout. The middle lot of a potential five lot assembly in the Cambie Corridor. The lot size of this property is 61x 132.61 feet or 8089 square feet set amid a total potential site of 305 x 132.61EFF or 40,446.05 square feet. Opportunity for 4-STOREY STRATA with FSR 2.0 Market Condominiums or 6-STOREY RENTAL with 2.5 FSR. Walking distance to The New Oakridge Mall, The Canada Line and easy access to YVR and Downtown. Great possibilities await. Buyers to do their own due diligence with the City of Vancouver for all matters relating to the subject home.",-,Recreation Nearby Shopping Nearby,-
R2723599,804 - 219 GEORGIA STREET,Active,Apartment,Vancouver,not sold,not sold,"$675,000",-,1,1,1,"$1,589 in 2022",2014,625,,-,None,25,804 - 219 Georgia Street,,https://www.bccondosandhomes.com/listing/r2723599-804-219-e-georgia-street,Keller Williams Realty VanCentral,"You will fall in love with this modern, northwest facing 1 bed, 1 bath end unit which includes gorgeous views of the mountains! Located in the highly sought after boutique residence, The Flats! The loft-style, open concept home boasts 9 foot ceilings, floor to ceiling windows with sliding panels, polished concrete floors, Euro style kitchen with high end finishings including Blomberg & Fisher Paykel appliances, Riobel bathroom fixtures, integrated sink, soaker tub, floating vanity + in-suite laundry! Full size storage locker, bike & tuning room! Enjoy the massive rooftop patio with incredible mountain views & outdoor kitchen area. Just minutes to Downtown with easy access to public transit, cafes, restaurants, retail & grocery stores. Rentals & pets allowed. Call today!",ClthWsh/Dryr/Frdg/Stve/DW,Central Location Recreation Nearby Shopping Nearby, Bike Room Elevator In Suite Laundry Wheelchair Access
R2721859,5466 MEADFEILD LANE,Active,Townhouse,West Vancouver,not sold,not sold,"$3,088,000",-,3,3,1,"$6,824 in 2021",1988,"2,247",,-,"Garage; Double,Open",40,"5466 Meadfeild Ln, West Vancouver, BC V7W 3G3, Canada","49.35328, -123.2548",https://www.bccondosandhomes.com/listing/r2721859-5466-meadfeild-lane,RE/MAX Real Estate Services,"SAHALEE! Unparalleled, views of Eagle Harbour, Passage Island, and the Straight. Totally renovated, three bed + den, three bath, non-strata semi-detached home. Oversized living and dining with gorgeous wood floors and beautiful window seat. Chef’s island kitchen with quartz countertops, undermount lighting top-of-the-line Dacor appliances, Panasonic microwave and Bosch dishwasher. Large principal with walk-in closet, separate view bathtub, shower, heated towel bar and gorgeous picture window. Two more generous bedrooms and den with fireplace. Laundry room with skylight, counter, and sink. Comfortable living for families or retirement. Big, private, walk out, suntrap patio with retractable awning. Two car garage and plentiful extra storage in crawlspace. Tasteful contemporary and perfect!",Clothes Washer/Dryer Dishwasher Drapes/Window Coverings Microwave Oven - Built In Range Top,Cul-de-Sac Private Setting Recreation Nearby Shopping Nearby Ski Hill Nearby, In Suite Laundry
R2717694,5375 50 AVENUE,Active,House,Delta,not sold,not sold,"$1,528,000",-,4,3,1,"$4,226 in 2021",1989,"2,491",4212 SqFt.,-,Garage; Double,27,5375 50 Avenue,,https://www.bccondosandhomes.com/listing/r2717694-5375-50-avenue,Nu Stream Realty Inc.,"Beautiful family home located in quiet residential neighbourhood and cul-de-sac in popular Hawthorne area of Ladner. Recent upgrades include all new windows (2019), completely renovated and expanded kitchen (2019/2021), renovated all bathrooms and new laminate floors on main level. All appliances, HW tank and HE furnace replaced in 2019. Solar panels added on roof in 2019 provide enough power to fully cover electricity requirements for about 6 months/yr, including electric car charging. Spacious flex room can be used as 5th bedroom. Conveniently located close to shops, parks, Delta Christian School, Hawthorne Elementary and Hwy 17A. Eight minutes drive to Tsawwassen Mills.",ClthWsh/Dryr/Frdg/Stve/DW Drapes/Window Coverings Garage Door Opener Jetted Bathtub Microwave Smoke Alarm,-,-
R2721547,503 - 6076 TISDALL STREET,Active,Apartment,Vancouver,not sold,not sold,"$499,000",-,1,1,1,,1961,839,,-,Carport; Multiple,38,"6076 Tisdall St #503, Vancouver, BC V5Z 3N2, Canada","49.23035, -123.12114",https://www.bccondosandhomes.com/listing/r2721547-503-6076-tisdall-street,RE/MAX Real Estate Services,"BRIGHT & OPEN! Great Western outlooks and spectacular sunsets from this oversized one bedroom (839 sq ft). Big living and dining for all your house sized furniture. Wide halls and spaces, updated kitchen and bath for ease of wheelchair accessibility. Well designed for your convenience and ease of living. Hardwood parquet floors, a wall of windows to green views looking away from development. This is a well maintained concrete building with all new windows. There is an outdoor swimming pool and patio for relaxing in the summer. Sorry, no pets, no rentals, and limited to 19+ age. Minimum 35% down payment. Worry free living close to the New Oakridge Park Centre, a world of shopping at your door. Tisdall Park, the Canada Line for easy access to downtown and Richmond. Quiet, Private and Secure",Oven - Built In Range Top Refrigerator,Adult Oriented Central Location Golf Course Nearby Recreation Nearby Shopping Nearby, Elevator Pool; Outdoor Shared Laundry Storage Wheelchair Access
R2724097,12331 GILBERT ROAD,Active,House,Richmond,not sold,not sold,"$5,950,000",-,2,2,1,$883 in 2021,1927,"1,078",435600 SqFt.,-,Open,4,12331 Gilbert Road,,https://www.bccondosandhomes.com/listing/r2724097-12331-gilbert-road,RE/MAX Westcoast,"Imagine living on a farm in the city! 12331 Gilbert Rd is just 10 min drive: North to all the hustle and bustle around Richmond Centre, West to historic Steveston Village, East to access Hwy 99 to Vancouver/Delta/Surrey. This 10 acre farmland is a rare find with 353 sf frontage, it awaits your plan to build your dream family home, grow crops and enjoy life. *great month to month tenants, please do not walk on the property without authorization.* video: https://youtu.be/8QhTNNRfqMw",Refrigerator Stove,Private Setting Shopping Nearby,-
R2719900,1925 SOUTHMERE CRESCENT,Active,House,Surrey,not sold,not sold,"$1,499,000",-,3,2,1,"$5,106 in 2021",1981,"1,696",7610 SqFt.,-,"Garage; Double,Open",34,1925 Southmere Crescent,,https://www.bccondosandhomes.com/listing/r2719900-1925-southmere-crescent,RE/MAX All Points Realty,"This well built & meticulously maintained 1639sf rancher is located on a 57x120 private lot. Foyer entrance floods with natural light from the skylight. Formal living rm w/fireplace opens to your formal dining rm. Kitchen over looks the entertaining size family rm with access to your covered private patio and well manicured private backyard backing onto the park. Three good size bedrooms and two full baths. Large master overlooking the backyard w/access points and walk though closets to your ensuite with shower. Storage is abundant with easy access to the crawlspace and lots of extra room in the double garage & storage rm. This walkable yet peaceful location is close to the community centre, schools, shopping, restaurants, parks, transit & the beach! ",-,Central Location Marina Nearby Private Yard Recreation Nearby Shopping Nearby, Storage Wheelchair Access
R2724119,304 A/B - 2129 LAKE PLACID ROAD,Active,Apartment,Whistler,not sold,not sold,"$1,099,000",-,2,2,2,"$3,179 in 2021",1976,791,,-,Open,20,304 A/B - 2129 Lake Placid Road,,https://www.bccondosandhomes.com/listing/r2724119-304-ab-2129-lake-placid-road,RE/MAX Sea to Sky Real Estate,"RARE TURNKEY OPPORTUNITY in NEWLY RENOVATED Whistler Resort Club Complex in CREEKSIDE! Perfect for a Private Residence or Investment Potential! 5 minute walk to the NEW 10 PERSON CREEKSIDE GONDOLA, Alpha Lake, Nita Lake, tennis courts, grocery store, bars and Whistler's top restaurants. This 2 bedroom and 2 bathroom lock-off unit allows for the ultimate in versatility. Upgrades include a NEW KITCHEN, BATHROOMS and FLOORING. Enjoy the WOOD-BURNING FIREPLACE or relaxing in the BACKYARD GARDEN. AMENITIES include an OUTDOOR POOL, HOT TUB, SAUNA. STORAGE LOCKERS and FACILITIES for SKIS/SNOWBOARDS and BIKES. THIS PROPERTY ALLOWS UNLIMITED OWNER OCCUPIED or SHORT TERM NIGHTLY RENTALS. NO GST!",Dishwasher Drapes/Window Coverings Microwave Refrigerator Stove,Central Location Golf Course Nearby Recreation Nearby Shopping Nearby Ski Hill Nearby, Garden Pool; Outdoor Recreation Center Swirlpool/Hot Tub Wheelchair Access
R2717977,50778 LEDGESTONE PLACE,Active,House,Chilliwack,not sold,not sold,"$1,296,000",-,5,3,2,"$4,761 in 2022",2019,"3,496",6081 SqFt.,-,Garage; Triple,39,60 - 50778 Ledgestone Place,,https://www.bccondosandhomes.com/listing/r2717977-60-50778-ledgestone-place,RE/MAX Nyda Realty Inc.,"LOOKING TO BE IMPRESSED, in the sought after Sunridge subdivision this executive very modern architecture 3400 sq ft two level home has it all, from the INCREDIBLE MT VIEWS to the TRIPLE GARAGE, expansive open great room with large view windows complete with remote controlled power blinds and exquisite floor to ceiling fireplace. Beautiful chef kitchen with quartz counters and high-end finishes, large main floor master bedroom with luxurious ensuite, double skylights, walkin shower and freestanding tub. Head downstairs to the very large self-contained family suite. Many many extras, air conditioning, built-in vacuum, and Freeway access is just a few blocks to Annis exit and a few blocks to Unity Christian school. This beautiful home is just 3 years young and ready for you to make it yours.",Air Conditioning ClthWsh/Dryr/Frdg/Stve/DW Drapes/Window Coverings Garage Door Opener Security - Roughed In Vacuum - Built In Vaulted Ceiling,-,-
R2717975,11556 72A AVENUE,Active,Townhouse,Delta,not sold,not sold,"$899,999",-,4,4,1,,2022,"1,683",,-,Garage; Double,38,"11556 72a Ave #53, Delta, BC V4C 1A9, Canada","49.13439, -122.90274",https://www.bccondosandhomes.com/listing/r2717975-53-11556-72a-avenue,Royal LePage Global Force Realty,"BRAND NEW TOWNHOME! Oakcrest is a community of 2, 3, and 4 bedroom townhomes. A vibrant and growing neighborhood brimming w/ convenience & excitement just steps from home. Complete your weekly grocery run at the array of retailers located w/in walking distance, includes: Walmart, Save-on-Foods, Scottsdale Centre, and much more. Parks, recreation, schools for all ages, and transit are minutes away. In these open & airy townhomes, there's plenty of room to play, entertain & savour life's best moments. Durable laminate, hassle-free maintenance floors are matched with lofty 9' ceilings throughout the main level. Enjoy meticulously crafted finishes, designer-selected lighting package, chef-inspired gourmet kitchen & custom built-in wood closet organizers.",ClthWsh/Dryr/Frdg/Stve/DW,Central Location Shopping Nearby, Garden Playground
R2723891,8505 LAKEVIEW ROAD,Active,House,Mission,not sold,not sold,"$1,099,800",-,5,3,2,"$2,177 in 2021",1995,"2,619",6200 SqFt.,-,"Add. Parking Avail.,Garage; Double,Open",40,"8505 Lakeview Rd, British Columbia V2V 7L9, Canada","49.15604, -122.2342",https://www.bccondosandhomes.com/listing/r2723891-8505-lakeview-road,RE/MAX Little Oak Realty (Mission),"HATZIC LAKE VIEW & SUITE! Perfect stylish home for the family to enjoy all year round, Spring/Summer go water skiing/wakeboarding & kayaking. Mins to Mission for all your needs, schools. Fully fenced yard & Covered sundeck for BBQ's & entertaining over looking Hatzic Lake. Main flr: 3 bdrms, 2 bths, vaulted ceiling, rock/wood partial walls, ceiling & hardwood flrs, Kitchen has a peninsula W/seating, GAS range, skylights & ample cupboards. Dble Garage & below: 2 bdrm daylight suite w/ separate entry, laundry & fenced area W/partially covered patio. New flooring below Aug 2022. Vinyl on the deck replaced in 2019 & facia boards/gutters in 2020. Brand New drilled well! Drone/flr plan/video in virtual tour link. ",Clothes Washer/Dryer ClthWsh/Dryr/Frdg/Stve/DW Dishwasher Range Top Refrigerator,Private Setting Private Yard Recreation Nearby, In Suite Laundry
