MLS,Property,Status,Type,City,Sold Price,Sold Date,List Price,List Date,Bed,Bath,Kitchen,Tax,year,Floor,Lot,Levels,Parking,Photos,Address,GPS,URL,Agency,Description,Feature,Influence,Amenities
R2713122,5989 SOUTHPARK CLOSE,Sold,House,Surrey,"$1,450,000",08/26/2022,"$1,475,000",07/28/2022,5,3,1,"$4,280 in 2021",1986,"2,177",6101 SqFt.,-,Garage; Double,40,"5989 Southpark Close, Surrey, BC V3X 2B8, Canada","49.11162, -122.88422",https://www.bccondosandhomes.com/listing/r2713122-5989-southpark-close,One Percent Realty Ltd.,"Boundary Park 2 storey beauty! 2177 sf home on a 6101 sf lot. (54x112) Over 125k spent in renovations in the last several years. Executive style home located on a quiet well maintained cul-de-sac. 5 bdrms 2 1/2 bthrms. Updates include full bthrm renos w/heated floors, granite, cabinets, blinds, totally updated kitchen, granite, s/s appliances, gas stove, hardwood, dual gas bbq & heater hook ups, serene backyard, 2016 furnace, 2019 hot water tank, skylights, 2 gas f/p. OMGoodness, everything has been updated! The list is very long! Dble garage w/apron parking. Close to schools, nature trails, shopping, transit. This home will tick all your boxes. Come take a look! You'll fall in love with your new home. 2012 new 35 year roof. Weiser door handles & smartkey lockets. NO basement suite.",ClthWsh/Dryr/Frdg/Stve/DW,Central Location Cul-de-Sac Golf Course Nearby Recreation Nearby Shopping Nearby Treed, Garden In Suite Laundry Storage
R2716824,12791 235 STREET,Sold,House,Maple Ridge,"$1,550,000",09/04/2022,"$1,599,000",08/15/2022,3,2,1,"$5,189 in 2021",1975,"1,945",47916 SqFt.,-,Carport; Multiple,30,"12791 235 St, Maple Ridge, BC V2X 0R5, Canada","49.23436, -122.57056",https://www.bccondosandhomes.com/listing/r2716824-12791-235-street,Royal LePage - Brookside Realty,"An Opportunity awaits the most discriminating Buyers. A flat one acre lot, backing onto 18 acres of land in the ALR, with a 1945 sq ft split level home only minutes away from town centre. Offering 3 bedrooms and two full bathrooms. in a well kept family home. Lower floor offers a very large family room. AIR CONDITIONING IS A REAL BONUS. Double carport with parking for four cars. Approximately 27' X 16' deck, a must for outdoor entertaining. GREAT LOCATION FOR ADDITION OF A CARRIAGE HOUSE.",Dishwasher Security - Roughed In Windows - Thermo,Central Location Paved Road Private Yard Recreation Nearby Shopping Nearby, In Suite Laundry
R2710591,201 - 11510 225 STREET,Sold,Apartment,Maple Ridge,"$440,000",09/13/2022,"$499,000",07/19/2022,2,1,1,"$2,003 in 2021",1987,998,,-,"Garage Underbuilding,Visitor Parking",40,"11510 225 St #201, Maple Ridge, BC V2X 9Y3, Canada","49.2111, -122.59851",https://www.bccondosandhomes.com/listing/r2710591-201-11510-225-street,Keller Williams Elite Realty,"Welcome to Riverside a peaceful, adult orientated 55+ complex. This 2 bed condo has an open floor plan and is move in ready! Spacious kitchen w/updated counters, appliances and breakfast bar seating. Dining has room for a buffet and hutch + living has gas fireplace that opens to a private, covered balcony overlooking Brickwood Park and views of the Fraser River. Large master bedroom (fits king bed) w/walk through closet and cheater ensuite. 2nd bedroom has french doors that open to the living room, which could alternatively be a den. Hardwood floors, crown moulding and updated paint throughout. In-suite laundry and lots of in-suite storage + external storage locker. 1 parking + guest suite. Centrally located with quick access to shops, transit, recreation, and parks.",ClthWsh/Dryr/Frdg/Stve/DW Microwave,Adult Oriented Central Location Recreation Nearby Shopping Nearby, Elevator Guest Suite In Suite Laundry Recreation Center Storage
R2659393,205 - 7144 133B STREET,Sold,Apartment,Surrey,"$238,000",08/31/2022,"$268,000",03/02/2022,2,1,1,,1979,"1,100",,-,"Garage; Underground,Open",14,"7144 133b St #205, Surrey, BC V3W 8A4, Canada","49.13187, -122.85251",https://www.bccondosandhomes.com/listing/r2659393-205-7144-133b-street,Century 21 Coastal Realty Ltd.,"FIRST TIME BUYERS & INVESTORS ALERT!! Welcome to Suncreek ESTATES! A Family Oriented Complex nestled away in a quiet community offering tennis courts, play areas & recreation facility. UPGRADES include Kitchen cabinets, newer appliances (Dishwasher, Fridge, Stove, Washer & Dryer), flooring, fully updated washroom. This unit offers wood fireplace to linger by on those cold winter days and a Roof Top Patio to enjoy summer BBQs! Central location-Elementary school 1/2 Block, Princess Margaret Secondary School 5 minutes walk. Walk to shopping, steps to transit. Comes with 2 parking spots (1 underground). Leasehold until 2092! Monthly Maintenance fees INCLUDE PROPERTY TAXES. Hurry to view this fabulous home - bring your family! 20% down payment required for purchase.",ClthWsh/Dryr/Frdg/Stve/DW,Adult Oriented Central Location, Tennis Court(s)
R2706779,308 - 6463 SILVER AVENUE,Sold,Apartment,Burnaby,"$636,000",09/05/2022,"$699,000",07/05/2022,1,1,1,,2022,545,,-,Garage; Underground,25,"6463 Silver Ave #308, Burnaby, BC V5H 2Y3, Canada","49.22443, -123.00686",https://www.bccondosandhomes.com/listing/r2706779-308-6463-silver-avenue,LeHomes Realty Premier,"Location! Location! Maywood On The Park by Intracorp in Metrotown area. Ideally located north of Maywood Park and 2 minute walk from Metrotown shopping and Skytrain Station. The neighbourhood provides a plethora of shopping and amazing restaurant/food options as well as refreshing green space, a perfect balanced of life here. The amenities includes concierge, fully equipped fitness gym, expansive lounge area, dog wash, Visitor bike room, and more. This unit is Handicap accessible unit too.",Air Conditioning ClthWsh/Dryr/Frdg/Stve/DW Drapes/Window Coverings Garage Door Opener Sprinkler - Fire,Central Location Recreation Nearby Shopping Nearby, Elevator Garden Independent living Recreation Center Concierge
R2703589,1450 MCCALLUM ROAD,Sold,Townhouse,Abbotsford,"$520,000",09/08/2022,"$599,900",06/24/2022,2,2,1,"$1,941 in 2021",1989,"1,351",,-,"Garage; Single,RV Parking Avail.,Visitor Parking",40,"1450 McCallum Rd #33, Abbotsford, BC V2S 8A5, Canada","49.02717, -122.29345",https://www.bccondosandhomes.com/listing/r2703589-33-1450-mccallum-road,RE/MAX Little Oak Realty (Abbotsford),"Seldom available! This 1,351 sq ft townhouse boasts one level living and is very affordable. Well maintained, 2 full bedrooms (both good sized), 2 full baths. Open plan with efficient Valor gas fireplace and west facing patio. Extra large single garage (actually a garage + 1/4), lots of built-in shelving and storage. Gated & secure. Fabulous active clubhouse has workshop, games room and kitchen. RV parking available. 55+ please and small pet allowed.",ClthWsh/Dryr/Frdg/Stve/DW,Adult Oriented Central Location Gated Complex Recreation Nearby Shopping Nearby, Club House In Suite Laundry Workshop Detached
R2721128,207 - 10130 139 STREET,Sold,Apartment,Surrey,"$545,000",09/08/2022,"$538,700",09/06/2022,2,2,1,"$1,906 in 2022",2000,"1,108",,-,"Garage; Underground,Visitor Parking",33,"10130 139 St #207, Surrey, BC V3T 4L4, Canada","49.18655, -122.83691",https://www.bccondosandhomes.com/listing/r2721128-207-10130-139-street,RE/MAX All Points Realty,"Welcome Home to The Panacea! In the heart of Surrey downtown, this elegant 2-bedroom 2 bath spacious unit. Whether you are a first-time home buyer or looking for extra space in the heart of convenience this unit is for you. Located in a quiet Cul-de-sac and conveniently walking distance to King George/Surrey Central Skytrain Station, Surrey Central Mall, and plenty of other shopping and recreation. Nearby schools include Lena Shaw Elementary and Guildford Park Secondary with less than 10 minutes driving distance. A ""trouble free"" building with good management equals even more value for the buyer. This unit is well maintained with morning sun exposure on the ""quiet side"".",ClthWsh/Dryr/Frdg/Stve/DW Fireplace Insert Garage Door Opener Intercom Security System Smoke Alarm Windows - Thermo,Central Location Private Setting Recreation Nearby Shopping Nearby, Elevator In Suite Laundry Recreation Center Storage
R2692555,9072 FLEETWOOD WAY,Sold,Townhouse,Surrey,"$695,000",09/07/2022,"$800,000",05/24/2022,2,2,1,"$2,417 in 2021",1989,"1,621",,-,Open,35,"9072 Fleetwood Way #108, Surrey, BC V3R 0M6, Canada","49.16755, -122.79804",https://www.bccondosandhomes.com/listing/r2692555-108-9072-fleetwood-way,RE/MAX 2000 Realty,"Beautifully maintained 2BR 2BTH 45+ Fleetwood end-unit. Welcoming you into this rancher-style townhome is a generous living/dining area with plush carpeting beneath airy, 9ft ceilings. Prepare gourmet meals in your bright, eat-in kitchen on stainless steel appliances while guests relax in your sprawling backyard with massive, paved deck surrounded by mature trees backing onto a park. Both tranquil bedrooms are on opposite sides of the home ensuring maximum privacy with primary bed boasting a walk-in closet & spa-like en suite. Ideally located, you’ll be steps to every desirable convenience, including: Save On Foods, restaurants, cafes, bus stops, medical services & major routes. Wynd Ridge is a secure, gated, adult-oriented community with self managed strata & low maintenance fees.",ClthWsh/Dryr/Frdg/Stve/DW,Central Location Gated Complex Private Yard Recreation Nearby Shopping Nearby, Club House Guest Suite In Suite Laundry
R2712022,SPH1001 - 1777 7TH AVENUE,Sold,Apartment,Vancouver,"$3,300,000",09/08/2022,"$3,599,000",07/25/2022,3,4,2,"$8,073 in 2022",2013,"2,202",,-,"Garage; Underground,Visitor Parking",21,"1777 W 7th Ave, Vancouver, BC V6J 0E5, Canada","49.26585, -123.14501",https://www.bccondosandhomes.com/listing/r2712022-sph1001-1777-w-7th-avenue,Rennie & Associates Realty Ltd.,"This 3-bedroom apartment is situated on the sunny slopes of Burrard & West 7th offering panoramic views of the bustling and scenic waterways of English Bay, False Creek, and the city & mountains beyond. The 2,200 sf home comes with modern amenities, chic detailing, 24-hr concierge, 3-car parking, and gym. Two strata lots combined by the developer enable the homeowner to partition the unit into two or maintain as one. Entertain (or simply enjoy the beauty of mother nature) from either of the two decks with help from a fully equipped chef's kitchen boasting Miele, Wolf, and Sub Zero appliances. Take a stroll through Vancouver’s eclectic and highly sought after Kitsilano neighbourhood just outside the door with walking distance to some of the city’s best restaurants.",ClthWsh/Dryr/Frdg/Stve/DW Drapes/Window Coverings Sprinkler - Fire,Central Location Marina Nearby Recreation Nearby Shopping Nearby, Bike Room Elevator Exercise Centre Garden In Suite Laundry Recreation Center Storage Concierge
R2700776,17097 64 AVENUE,Sold,Townhouse,Surrey,"$920,000",09/02/2022,"$1,079,999",06/20/2022,3,4,1,"$3,167 in 2021",2003,"2,241",,-,Garage; Double,28,"17097 64 Ave #77, Surrey, BC V3S 1Y5, Canada","49.1189, -122.78491",https://www.bccondosandhomes.com/listing/r2700776-77-17097-64-avenue,Macdonald Realty (Surrey/152),"Spacious & beautifully updated home located in sought-after ""Kentucky"". This gorgeous 3 bdrm, 4 bath townhouse is perfect for a growing family. Kitchen has been tastefully updated w/ white cabinets, backsplash, quartz counters, newer appliances & large kitchen island. Other updates incl. laminate flooring on the main floor, heat pump, & updated fireplace. Living area has vaulted ceilings, tons of windows, & full size sliding doors leading to walk-out fenced yard w/ covered deck backing walking trail. 3 bdrms up incl. spacious primary bdrm w/ walk-in-closet & 5 pc. ensuite, plus two additional large bdrms, full bath & laundry. Downstairs has a spacious flex area, huge rec room, 2 pc. bath & loads of storage. Recreation, parks, golf, shopping & transit nearby.",Air Conditioning ClthWsh/Dryr/Frdg/Stve/DW,Central Location Gated Complex Golf Course Nearby Private Yard Recreation Nearby Shopping Nearby, Club House In Suite Laundry
R2698766,311B - 21000 ENZIAN WAY,Sold,Apartment,Mission,"$372,500",08/16/2022,"$399,900",06/08/2022,1,1,1,$757 in 2021,1978,544,,-,"Garage; Underground,Open,Visitor Parking",27,311B - 21000 Enzian Way,,https://www.bccondosandhomes.com/listing/r2698766-311b-21000-enzian-way,Keller Williams Elite Realty,Rarely available condo is beautifully renovated with rustic charm and modern elegance. Ski-in and ski-out at your leisure! Relax and enjoy the mountain view in this upper-unit condo. Stay warm by the fireplace or ease those tense muscles in the hot-tub. 45 minutes to Harrison Hot Springs.,Dishwasher Hot Tub Spa/Swirlpool Microwave Refrigerator Stove,Golf Course Nearby Recreation Nearby Ski Hill Nearby, Club House Pool; Outdoor Recreation Center Shared Laundry Swirlpool/Hot Tub
R2719601,2135 HERITAGE PARK LANE,Sold,Townhouse,North Vancouver,"$1,269,000",09/06/2022,"$1,299,000",08/30/2022,3,3,1,"$4,497 in 2021",2015,"1,277",,-,"Garage; Double,Visitor Parking",25,"2135 Heritage Park Ln #309, North Vancouver, BC V7H 1E4, Canada","49.31037, -123.01664",https://www.bccondosandhomes.com/listing/r2719601-309-2135-heritage-park-lane,RE/MAX Crest Realty,"Nestled near the natural beauty of the North Shore with hiking and biking, skiing, sailing and golf, is this great three bedroom, two and a half bathroom townhome in Loden Green, a gold standard certified complex just a short walk to Stong’s Market, restaurants, coffee shops, banks, bakeries and more! It features 9’ ceilings, stainless steel appliances ( including gas stove and BBQ hook up), quartz countertops, tasteful laminate floors throughout and hot water on demand. The modern open kitchen and dining area boasts lots of cabinets and there is a cute covered, private porch off the living room perfect for year-round enjoyment. The bonus is a full two car garage and extra storage. This inviting end unit townhome is comfortable, built green living!",Clothes Washer/Dryer Dishwasher Refrigerator Stove,Central Location Marina Nearby Private Setting Recreation Nearby Shopping Nearby Ski Hill Nearby, Bike Room In Suite Laundry
R2717435,507 - 3629 DEERCREST DRIVE,Sold,Apartment,North Vancouver,"$955,000",08/21/2022,"$899,000",08/17/2022,2,2,1,,2000,"1,204",,-,Garage; Underground,35,"3629 Deercrest Dr #507, North Vancouver, BC V7G 2S9, Canada","49.30519, -122.96921",https://www.bccondosandhomes.com/listing/r2717435-507-3629-deercrest-drive,Keller Williams Realty VanCentral,"Incredible unobstructed views from this meticulously designed open layout penthouse unit! You will love coming home to this huge 2 bed 2 bath condo with spectacular views from every room! 10 foot ceilings make the space feel even larger! Enjoy entertaining in your gorgeous kitchen, or a day at the spa without ever leaving the comfort of your own home in your oasis of a bathroom boasting marble countertops and a freestanding soaker tub. 2 parking stalls and in-suite laundry included, plus so much more! 1 Pet and Rentals allowed. Call today!",ClthWsh/Dryr/Frdg/Stve/DW,Central Location Recreation Nearby Shopping Nearby, Elevator Exercise Centre In Suite Laundry Recreation Center Storage Wheelchair Access
R2719247,206 - 1450 7TH AVENUE,Sold,Apartment,Vancouver,"$505,000",09/05/2022,"$519,000",08/26/2022,1,1,1,"$1,430 in 2022",1983,602,,-,Garage Underbuilding,19,"1450 E 7th Ave #206, Vancouver, BC V5N 1R8, Canada","49.26394, -123.07432",https://www.bccondosandhomes.com/listing/r2719247-206-1450-e-7th-avenue,Century 21 In Town Realty,"Welcome to Ridgeway Place! Great 38 unit strata complex that was fully rain-screened in 2007 and at the same time new top of the line Euro-line windows were installed. Plumbing was retrofitted in 2008 and 2018 elevator was updated. This south facing gem is just a short stroll to Commercial Drive that was renovated approximately 10 yrs ago which included new kitchen cabinets, new appliances, and counter tops. Bathroom has a new vanity and sink/ Rich Engineered laminate throughout! This building is one of the best in the area. The building upgrades make this home a solid investment. 1st time for this unit to come on the market in 28 years! Rentals are restricted to 6 and 2 pets are welcome (dogs or cats) Very easy to show. ",Dishwasher Drapes/Window Coverings Refrigerator Stove Windows - Thermo,-, Elevator Green House Shared Laundry Storage Wheelchair Access
R2708589,109 - 1948 COQUITLAM AVENUE,Sold,Apartment,Port Coquitlam,"$408,000",08/18/2022,"$420,000",07/11/2022,2,1,1,"$1,035 in 2021",1982,732,,-,Garage Underbuilding,18,"1948 Coquitlam Ave #109, Port Coquitlam, BC V3B 1J3, Canada","49.26712, -122.76837",https://www.bccondosandhomes.com/listing/r2708589-109-1948-coquitlam-avenue,Sutton Group-West Coast Realty,"Investment opportunity and great location this nice ground level unit features 2 bedrooms and 1 bath, all laminated flooring, new dishwasher and nice balcony. Both bedrooms are quite nice in size, only a few blocks to schools and transit. Rentals are allowed plus 1 pets (1 dog ) or 1 cat allowed. Close to shopping, West Coast Express and the new Evergreen Skytrain.",Dishwasher Refrigerator Smoke Alarm,Central Location Recreation Nearby, Elevator Garden In Suite Laundry
R2709320,1606 - 7080 NO. 3 ROAD,Sold,Apartment,Richmond,"$750,000",09/06/2022,"$799,888",07/14/2022,2,2,1,"$2,204 in 2021",2009,951,,-,Garage Underbuilding,29,"7080 No. 3 Rd #1606, Richmond, BC V6Y 0B5, Canada","49.16196, -123.13572",https://www.bccondosandhomes.com/listing/r2709320-1606-7080-no-3-road,Royal Pacific Riverside Realty Ltd.,"Rarely available corner unit with gorgeous unobstructed panoramic views of city, mountains, and park on 3 sides. This bright and spacious unit features 2 beds, 2 bathrooms and a den. Mix of carpet and laminate flooring. Contemporary open kitchen with stainless appliances , gas stove, and kitchen island. Repainted and new caulking. Building amenities includes BBQ area, playground, meeting room, gym and sauna. Walking distance to Canada Line Skytrain station, various bus routs, Richmond Centre, schools, library, aquatic centre, parks, restaurants and more! ***Unit comes with 2 parking stalls and 1 storage locker. ***Maint Fee includes sewer and water. Come and experience this fabulous home! ",ClthWsh/Dryr/Frdg/Stve/DW Dishwasher Microwave,Central Location Recreation Nearby Shopping Nearby, Club House Elevator Exercise Centre Playground Sauna/Steam Room
R2721975,220 - 1445 MARPOLE AVENUE,Sold,Apartment,Vancouver,"$545,000",09/13/2022,"$538,000",09/08/2022,1,1,1,"$1,318 in 2022",1952,588,,-,None,23,"1445 Marpole Ave #220, Vancouver, BC V6H 1S5, Canada","49.25754, -123.13839",https://www.bccondosandhomes.com/listing/r2721975-220-1445-marpole-avenue,Rennie & Associates Realty Ltd.,"Charming & Meticulously renovated in South Granville's Shopping District. This is a one-of-a kind space & a must-see. Distinctive marble, light wood, whites, & soft grey drapery creates a modern design that compliments the building’s classic features. Large Functional kitchen W/ quartz counters, glass backsplash & custom interior drawers. Marble floors, Italian fixtures & custom vanity in the bathroom. Built-in closets throughout for maximum functionality. Beautiful marble window sills compliment expansive windows that run the entire home. Engineered hardwood, custom VITSOE shelving, custom drapery and more. CONCRETE building with a HUGE common roof deck & gorgeous views. Laundry room is on the same floor as this suite & is very convenient. Monthly parking options nearby.",Dishwasher Drapes/Window Coverings Microwave Oven - Built In Range Top Refrigerator Smoke Alarm,Recreation Nearby Shopping Nearby, Elevator Shared Laundry Storage
R2719811,305 - 9025 HIGHLAND COURT,Sold,Apartment,Burnaby,"$453,800",09/05/2022,"$399,000",08/29/2022,1,1,1,"$1,180 in 2022",2013,569,,-,"Garage; Underground,Visitor Parking",21,"9025 Highland Ct #305, Burnaby, BC V5A 0A8, Canada","49.27912, -122.90977",https://www.bccondosandhomes.com/listing/r2719811-305-9025-highland-court,Royal Pacific Realty (Kingsway) Ltd.,"Investor and first-time home buyer alert! Don't miss this one! Excellent location at top of Burnaby Mountain. This south-facing, bright junior 1 bedroom unit showcases a functional floorplan with large windows, a well-sized kitchen with S/S appliances, quartz counters, and laminated flooring throughout. Enjoy the fantastic city and water views from a large 264sqft balcony. Steps to SFU Campus, restaurants, grocery, daycare and banking services.1 parking spot and 1 storage locker included. Rentals welcome. ",ClthWsh/Dryr/Frdg/Stve/DW Dishwasher Microwave Range Top,Recreation Nearby, Elevator
R2698250,43685 CHILLIWACK MOUNTAIN ROAD,Sold,Townhouse,Chilliwack,"$818,000",08/28/2022,"$899,000",06/09/2022,3,3,1,"$2,824 in 2021",2016,"2,058",,-,"Garage; Triple,Visitor Parking",32,"43685 Chilliwack Mountain Rd #30, Chilliwack, BC V2R 0X5, Canada","49.15426, -122.00313",https://www.bccondosandhomes.com/listing/r2698250-30-43685-chilliwack-mountain-road,Century 21 Creekside Realty,"FRASER RIVER VIEWS! Welcome home and enjoy this 3 bdrm + den BRIGHT END UNIT w/ rare TRIPLE CAR GARAGE. Open concept high end kitchen w/ SS appliances, gas range, quartz counters, & b.i. pantry. Walk out access to a large covered patio w/ mountain & river views to the east. Spacious living room w/ rock faced gas fireplace & private patio w/ river views to the west to enjoy the gorgeous sunsets. Beautiful master bedroom w/ full 5 piece ensuite (dbl vanity & soaker tub) + a walk in closet! Entry level w/ welcoming foyer, office/den, and a large media room/ 3rd bedroom. Added highlights; central A/C, moisture proof laminate flooring, LED lighting throughout, Sonos speaker system, custom drapes in bdrms, b.i. vac, Heppa filter, & upgraded light fixtures, new carpets. Shows brand new & NO GST!",Air Conditioning ClthWsh/Dryr/Frdg/Stve/DW Drapes/Window Coverings Microwave Sprinkler - Fire Vacuum - Built In,Golf Course Nearby Private Setting Recreation Nearby, Air Cond./Central In Suite Laundry
R2716967,45390 BARTON AVENUE,Sold,House,Chilliwack,"$865,000",09/01/2022,"$875,000",08/17/2022,3,2,1,"$3,434 in 2022",1965,"2,228",12632 SqFt.,-,Garage; Double,40,45390 Barton Avenue,,https://www.bccondosandhomes.com/listing/r2716967-45390-barton-avenue,Century 21 Creekside Realty (Luckakuck),"Almost 1/3 of an acre in a convenient location! It's hard to find such a huge lot plus a well maintained home designed for comfortable living. You will love relaxing on the covered deck taking in the peacefulness of the beautiful & private backyard with mature growth trees plus ample areas to enjoy entertaining, watching the kids play & gardening. Updates throughout the home include windows (2007), roof (2011), high efficiency furnace (2022), hot water tank (2022), paint, floors & bath in lower level plus updated kitchen & bath on main. Hardwood floors, 2 gas fireplaces, double car tiled garage, great storage & ability to make the lower a level a suite! Lovely home close to all amenities looking for a new family to enjoy; call to view & get yourself into a detached home!",ClthWsh/Dryr/Frdg/Stve/DW Drapes/Window Coverings,-, Green House Storage
R2710216,1506 - 620 CARDERO STREET,Sold,Apartment,Vancouver,"$780,000",09/04/2022,"$818,000",07/18/2022,1,1,1,,2020,455,,-,None,32,"620 Cardero St #1506, Vancouver, BC V6G 3H7, Canada","49.28733, -123.13549",https://www.bccondosandhomes.com/listing/r2710216-1506-620-cardero-street,Royal Pacific Realty (Kingsway) Ltd.,"Location! Location! Location in the famous Coal Harbour. Developed by prestige Bosa properties. Designed by the award-winning Henriquez Partners Architects! This LUXURIOUS 1 Bed + 1 Bath home with impeccable quality designer materials throughout, including wide-plank oak hardwood flooring, integrated quartz sinks + waterfall countertop, Italian cabinetry with LED lighting, fully integrated high-end German Miele appliances, Air Conditioning, heated bathroom floors and large closets. Enjoy your spacious balcony views of Coal Harbour, mountains & Downtown Vancouver. Amenities include a 24hr concierge, gym, lounge with kitchen & rooftop deck with BBQ.",Air Conditioning ClthWsh/Dryr/Frdg/Stve/DW,-, Club House Elevator Exercise Centre In Suite Laundry Concierge
R2710104,8380 ROSEHILL DRIVE,Sold,House,Richmond,"$1,610,000",09/12/2022,"$1,749,000",07/16/2022,4,3,2,"$4,279 in 2021",1969,"2,059",6056 SqFt.,-,"Garage Underbuilding,Garage; Double",26,"8380 Rosehill Dr, Richmond, BC V7A 2J7, Canada","49.13481, -123.13231",https://www.bccondosandhomes.com/listing/r2710104-8380-rosehill-drive,RE/MAX Crest Realty,"Looking for a place to call home in one of the most desirable neighborhood of sunny Richmond? Well Kept home near South Arm Park in Roseland Gates. Walking distance to elementary school ""William Bridge"" , high school "" McRoberts"", all bus routes and Broadmoor Shopping Centre. Three bedroom home with a potential mortgage helper downstairs - right ready to go. Large private yard, nice outside south facing deck off the kitchen and dining.",Clothes Dryer Clothes Washer Drapes/Window Coverings Garage Door Opener Refrigerator Stove,Central Location Recreation Nearby Shopping Nearby,-
R2721896,4831 HENRY STREET,Sold,House,Vancouver,"$1,725,000",09/12/2022,"$1,688,000",09/08/2022,4,2,2,"$6,256 in 2022",1946,"1,651",3670 SqFt.,-,"Garage; Single,Open",30,"4831 Henry St, Vancouver, BC V5V 4Z2, Canada","49.24122, -123.07806",https://www.bccondosandhomes.com/listing/r2721896-4831-henry-street,RE/MAX Select Realty,"This GORGEOUS, 4 bedroom (2 bdrms up/2 bdrms down) home offers so much flexibility. It works as a single family residence or locked off as two separate suites; the secondary suite is LEGAL. Perfect for growing families & investors. Completely RENOVATED in 2013. Upgrades include: kitchens and baths, electrical, 200 amp wiring, interior plumbing, tankless water heater, gas fireplace, insulation in walls and roof, soundproofing between floors, hardwood flooring upstairs, surround sound in upstairs living room, energy efficient windows and doors, exterior stucco overcoat, single car garage, roof. A fantastic amount of outdoor space with large front & back yards along with a sunny, deck off the kitchen plumbed for natural gas BBQ. There's so much to love here! OPEN HOUSE Sat. Sept 10th, 2-4 pm.",ClthWsh/Dryr/Frdg/Stve/DW Garage Door Opener Refrigerator Stove Windows - Thermo,Private Yard,-
R2703679,2916 270B STREET,Sold,House,Langley,"$1,350,000",08/08/2022,"$1,449,000",07/04/2022,6,4,2,,2022,"2,614",5943 SqFt.,-,Garage; Double,31,"2916 270b St, Aldergrove, BC V4W 3C3, Canada","49.05451, -122.47388",https://www.bccondosandhomes.com/listing/r2703679-2916-270b-street,Sutton Group-West Coast Realty (Abbotsford),"Welcome Home! Great family Home with a legal suite in an Amazing area. This home features high end appliances, quartz countertops, Unique feature walls, Black Led Lights with a massive back/side yards. 6 Bedroom home for your family with 4 Washrooms. Book you showings now! ",-,Private Yard,-
R2719423,1708 - 2288 ALPHA AVENUE,Sold,Apartment,Burnaby,"$655,000",09/06/2022,"$599,000",08/29/2022,1,1,1,"$1,934 in 2022",2021,559,,-,Garage; Underground,12,"2288 Alpha Ave #1708, Burnaby, BC V5C 0L9, Canada","49.2638, -123.00037",https://www.bccondosandhomes.com/listing/r2719423-1708-2288-alpha-avenue,RE/MAX Crest Realty,"Alpha at Lumina Brentwood. Located in the heart of Brentwood park area, offering you a life style of comfort and convenience, This one bedrooms unit features air-condition, beautiful gourmet kitchen with integrated high-end Miele appliances, gas stove, and quartz counter top. very functional layout, no waste of space, The garden area bring you an enjoyment of this rare tranquility. Steps away from the rising new bentwood Mall, a new land mark in Burnaby with lots of Luxury brand. Walking distance to Brentwood Station, Costco, Whole Food Market & More etc. A perfect place for self use or investment. ",ClthWsh/Dryr/Frdg/Stve/DW Drapes/Window Coverings Sprinkler - Fire,-, Air Cond./Central Exercise Centre Recreation Center Concierge
R2695420,11365 136A STREET,Sold,House,Surrey,"$1,325,000",09/01/2022,"$1,650,000",06/02/2022,5,2,1,"$3,694 in 2021",1958,"2,490",7731 SqFt.,-,"Garage; Double,Garage; Single,RV Parking Avail.",15,"11365 136A St, Surrey, BC V3R 3C4, Canada","49.20873, -122.84413",https://www.bccondosandhomes.com/listing/r2695420-11365-136a-street,Royal LePage Northstar Realty (S. Surrey),"VIEW Rancher with walk out basement. 2 options for SECONDARY SUITE #1walk out basement OR #2 garage convert laneway home?(Surrey zoning allows 1 secondary dwelling). Bespoke renovations in this 5 bedroom +den home with Mountain,River& City views. Custom kitchen-quality wood cabinetry & stone counters. Hardwood flooring, windows&screens, bathrooms. High end millwork: crown tray ceilings & baseboards. Finished basement, large windows and separate entrance. Private yard, deck with western exposure, covered patio. Potential Laneway home in the DETACHED 2 CAR garage/shop with heat and 110 & 220 wiring on lane access. Plus Single car garage off the mudroom. Walk to James Ardiel & Surrey Traditional school. *Note- no for sale sign in yard",ClthWsh/Dryr/Frdg/Stve/DW,Central Location Lane Access Private Yard Recreation Nearby Shopping Nearby,-
R2720234,20890 57 AVENUE,Sold,Townhouse,Langley,"$698,000",09/05/2022,"$700,000",09/01/2022,3,2,1,"$2,804 in 2022",1997,"1,457",,-,Grge/Double Tandem,29,"20890 57 Ave #34, Langley, BC V3A 8S9, Canada","49.10624, -122.64452",https://www.bccondosandhomes.com/listing/r2720234-34-20890-57-avenue,RE/MAX 2000 Realty,"Fabulously located 3BR 2BTH Langley City townhome. Welcoming you home is contemporary laminate flooring flowing throughout your spacious main connecting to inviting living areas. Cooking is a delight in your open kitchen featuring stainless steel appliances leading to a generous balcony - perfect for enjoying meals al fresco. The upper level boasts sunlit bedrooms with primary bed offering double closets drawing you towards a sizable, cheater ensuite. Build an additional room to suit your needs in the tandem garage with access to the fenced backyard & bonus, partially covered parking out front. Your Aspen Gables home with recently replaced roof & gutters is steps to walking trails, Kwantlen Polytechnic & numerous shops, services & restaurants in DT Langley with easy access to major routes.",ClthWsh/Dryr/Frdg/Stve/DW,Central Location Recreation Nearby Shopping Nearby, Club House
